km/h,rpm,m
89.22601704,11062.60716,0
89.35352074,11078.41559,0
89.48019514,11094.12121,0
89.60604779,11109.72493,0
89.73108612,11125.2277,0
89.85531748,11140.63041,0
89.97874911,11155.93397,0
90.10138815,11171.13926,0
90.22324167,11186.24716,0
90.34431664,11201.25853,0
90.46461992,11216.17422,0
90.58415832,11230.99508,0
90.70293853,11245.72194,0
90.82098851,11260.35826,0
90.93831992,11274.90549,0
91.0549388,11289.36438,0
91.17085114,9792.647793,0
91.28633568,9805.05197,0
91.40140516,9817.411566,0
91.51606196,9829.726837,0
91.63030843,9841.998034,0
91.74414692,9854.225409,0
91.85757973,9866.409211,0
91.97060916,9878.549685,0
92.08323748,9890.647076,0
92.19546694,9902.701626,0
92.30729977,9914.713575,0
92.4187382,9926.68316,0
92.52978441,9938.610617,0
92.64044057,9950.496179,0
92.75070885,9962.340079,0
92.86059138,9974.142545,0
92.97009028,9985.903806,0
93.07920765,9997.624087,0
93.18794558,10009.30361,0
93.29630612,10020.9426,0
93.40429133,10032.54128,0
93.51190466,10044.10001,0
93.61914885,10055.61909,0
93.72602589,10067.09874,0
93.83253773,10078.53916,0
93.93868632,10089.94057,0
94.04447359,10101.30316,0
94.14990145,10112.62715,0
94.2549718,10123.91274,0
94.35968651,10135.16013,0
94.46404745,10146.36953,0
94.56805647,10157.54112,0
94.6717154,10168.67511,0
94.77502607,10179.7717,0
94.87799028,10190.83107,0
94.98060982,10201.85342,0
95.08288647,10212.83894,0
95.18482199,10223.78782,0
95.28641813,10234.70024,0
95.38767661,10245.5764,0
95.48859917,10256.41648,0
95.58918751,10267.22066,0
95.68944333,10277.98912,0
95.78936829,10288.72205,0
95.88896408,10299.41961,0
95.98823235,10310.082,0
96.08717473,10320.70939,0
96.18579285,10331.30195,0
96.28410778,10341.86194,0
96.38214026,10352.3916,0
96.47989157,10362.89105,0
96.57736298,10373.36044,0
96.67455575,10383.7999,0
96.77147113,10394.20957,0
96.86811035,10404.58957,0
96.96447465,10414.94005,0
97.06056526,10425.26113,0
97.15638339,10435.55294,0
97.25193023,10445.81561,0
97.34720701,10456.04927,0
97.44221489,10466.25406,0
97.53695507,10476.43009,0
97.63142871,10486.57749,0
97.72563699,10496.69638,0
97.81958105,10506.7869,0
97.91326206,10516.84916,0
98.00668114,10526.88329,0
98.09983944,10536.88941,0
98.19273808,10546.86764,0
98.28537818,10556.8181,0
98.37778048,10566.74302,0
98.46999547,10576.64782,0
98.56202377,10586.53256,0
98.65386603,10596.39733,0
98.74552286,10606.24218,0
98.8369949,10616.06717,0
98.92828277,10625.87239,0
99.01938709,10635.65789,0
99.11030847,10645.42374,0
99.20104752,10655.17001,0
99.29160485,10664.89676,0
99.38198107,10674.60406,0
99.47217677,10684.29197,0
99.56219257,10693.96055,0
99.65202904,10703.60987,0
99.7416868,10713.24,0
99.83116641,10722.85099,0
99.92046847,10732.44291,0
100.0095936,10742.01582,0
100.0985423,10751.56979,0
100.1873152,10761.10487,0
100.2759128,10770.62114,0
100.3643358,10780.11863,0
100.4524666,10789.58475,0
100.5401531,10799.00315,0
100.6273983,10808.37414,0
100.7142049,10817.69803,0
100.800576,10826.97513,0
100.8865143,10836.20576,0
100.9720227,10845.3902,0
101.057104,10854.52877,0
101.1417609,10863.62176,0
101.2259963,10872.66946,0
101.3098127,10881.67217,0
101.393213,10890.63019,0
101.4761998,10899.54378,0
101.5587757,10908.41325,0
101.6409433,10917.23886,0
101.7227054,10926.02091,0
101.8040644,10934.75967,0
101.8850229,10943.45542,0
101.9655835,10952.10842,0
102.0457486,10960.71894,0
102.1255208,10969.28726,0
102.2049025,10977.81364,0
102.2838962,10986.29834,0
102.3625206,10994.74337,0
102.4407935,11003.15065,0
102.518717,11011.5204,0
102.5962931,11019.85284,0
102.6735239,11028.14819,0
102.7504113,11036.40666,0
102.8269574,11044.62846,0
102.903164,11052.8138,0
102.9790331,11060.96289,0
103.0545667,11069.07595,0
103.1297667,11077.15316,0
103.2046349,11085.19475,0
103.2791732,11093.2009,0
103.3533836,11101.17183,0
103.4272679,11109.10772,0
103.5008279,11117.00879,0
103.5740654,11124.87522,0
103.6469822,11132.70721,0
103.7195802,11140.50495,0
103.7918612,11148.26864,0
103.8638268,11155.99846,0
103.9354789,11163.6946,0
104.0068193,11171.35725,0
104.0778495,11178.9866,0
104.1485714,11186.58283,0
104.2189867,11194.14612,0
104.289097,11201.67666,0
104.358904,10044.76922,0
104.4286083,10051.47841,0
104.4981305,10058.17007,0
104.5674713,10064.84427,0
104.6366313,10071.50107,0
104.7056113,10078.14054,0
104.7744117,10084.76273,0
